address,amenities,bathrooms,city,cleaning_fee_native,description,host_id,host_name,lat,listing_id,lng,min_nights,monthly_price_factor,name,price,property_type,reviewee_count,space,summary,ts
"San Jose, CA, United States","[TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Gym, Elevator, Free street parking, Hot tub, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Safety card, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Private entrance, Hot water, Long term stays allowed, Paid parking on premises]",2.0,San Jose,99,"The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.

Type: 2BR - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50

*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-2 Queen Beds + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security

Guests of Urban Flat will have access to all building amenities. 
-Pool
-Spa
-Fitness Center
-Business Center
-Fire pits
-Cabanas

We're available 24/7 via Text | Email | Emergency Phone Line
-Your Flat however, is 100% private and belongs to you while our guest.

*Area Highlights*
-Located in the Heart of the Silicon Valley
-Convenient Transport Links (Freeway + Caltrain)
-Travel Time to SJC: 10
-Travel Time to SFO: 40
-Travel Time to San Francisco: 50
-Walkable + Safe Neighborhood
-Restaurants, Markets, Bars, Shopping - > 5 Minutes

This Flat Location is Uber/Lyft Accessible & Close to Major Transport Links

- Stays of 30+ days cannot be booked more than 1-year in advance
- Short-term stays are subject to a 30-day booking window in most cases
- Flat may vary slightly in floorplan, furnishings, or view
- No Onsite Luggage Storage
- No Filming or Commercial Photo-shoots without written consent 
- Self Check-in Process

*The Urban Flat Advantage*
-Streamlined Self-Check-in Process
-24/7 Guest Support
-On-Demand Cleaning Available @ $99/per
-100% Private Apartment

*What’s Next*
Submit a Booking Request → We’ll Accept & Confirm → Self-Check-In Instructions Sent via Text & Email 24-hours Prior to Arrival → Use Instructions to Access your Urban Flat → Welcome Home.",2917744,Urban Flat,37.4046210211,21621402,-121.932566164,5,,Modern & Tech-Friendly - Clean 2BR Urban Flat @SJ,279,Apartment,2331,"Type: 2BR - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50

*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-2 Queen Beds + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security","The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.",2018-08-24 23:14:05.215936
"San Francisco, CA, United States","[TV, Cable TV, Wifi, Kitchen, Pets allowed, Gym, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Long term stays allowed, Paid parking on premises]",2.0,San Francisco,179,"When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.

Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.

Sonder will meet you at the property to help you with your luggage, provide you a tour, and check you into your Sonder stay comfortably. Don’t hesitate to contact our 24/7 concierge line should you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay!

There’s plenty to offer within walking distance. Try out Cellarmaker Brewing Co. or Zuni Café for some of San Francisco's best dining. For shopping, head to Westfield San Francisco Centre. To explore the rest of the city, head to the Civic Center Metro Station.

SoMA, or South of Market, is a fast growing centrally located neighborhood filled with brand new high-rises with a vibrant nightlife. It is the home to many of the city's museums, the headquarters of several major software and Internet companies, and the Moscone Conference Center.

Parking is available upon request for an additional fee.

This Sonder does not have air conditioning, but we can provide fans for each of the rooms that you can use during your stay. 

This apartment is available with flexible lease terms starting at a minimum of 30 nights or more. If this property isn't available for your dates, don't worry! Contact us to see what other Sonders are available for your stay.",12243051,Sonder,37.7767865172,19156306,-122.4147481,30,1.0,Sophisticated 2BR in SoMA by Sonder,234,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.","When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.",2018-08-24 23:14:05.215936
"San Diego, CA, United States","[TV, Cable TV, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed]",2.0,San Diego,151,"At this Sonder, you'll love the fully-equipped kitchen, vibrant wallpaper, and large windows with plenty of natural light. Located in Hillcrest, known for its lively restaurants and shops, you're minutes away from well-known Hillcrest Pride Flag.

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

There's plenty to offer within walking distance. Try out TRUST Restaurant or Khyber Pass Restaurant for some of San Diego's best dining. For shopping, check out Hillcrest Market. To explore the rest of the city, head to the University Ave. & Normal St. bus station.

Proudly flying a rainbow flag, Hillcrest is the cultural home of San Diego's lively LGBT community and the starting point of the yearly Pride Parade. The friendly, walkable neighborhood is full of locally owned cafes, restaurants, and shops.

Drivers can find free and paid street parking nearby, but please be mindful of street signs.

This is a social building, and you may experience higher levels of noise.

This building does not allow children under the age of 18 to stay on premises, but we have additional spaces all over San Diego that are family friendly! 

This Sonder is a 3rd floor walk-up with stair access only, and no elevator.",12243051,Sonder,32.7497648688,23038931,-117.149559751,2,,Unique 2BR in Hillcrest by Sonder,149,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.","At this Sonder, you'll love the fully-equipped kitchen, vibrant wallpaper, and large windows with plenty of natural light. Located in Hillcrest, known for its lively restaurants and shops, you're minutes away from well-known Hillcrest Pride Flag.",2018-08-24 23:14:05.215936
"Chicago, IL, United States","[TV, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox]",1.0,Chicago,126,"In this Sonder, you'll love the open layout, exposed brick and fully-equipped kitchen. This apartment is in Wicker Park, known for its charming historic architecture and hip restaurant scene, and is close to the Damen ""L"" station.

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

Wicker Park has plenty to offer within walking distance. Try out Nellie's or Schwa for some of Chicago's best dining. For shopping head over to North Milwaukee Avenue. To discover the rest of the city just hop on the ""L"".

Wicker Park is one of Chicago’s most exciting and eclectic neighborhoods, known for its diverse cultures, art galleries, boutiques, restaurants, and nightlife. With its namesake park at its center, Wicker Park is a wonderful neighborhood to call home.

At this Sonder there is limited paid street parking available nearby, just be mindful of parking signs.

This Sonder is a 4th floor walk-up with stair access only, and no elevator.

Your Sonder's keys will be found in a lockbox and we'll be sending you detailed access information three days before your stay. If you need any help, just give us a call. 

There's limited parking in the area, but there's plenty to discover within walking distance - check out your Neighborhood Guide for suggestions!

This Sonder doesn't have laundry facilities. If you'd like we can arrange for your laundry to be picked up anytime.

Due to the nearby train, you may experience some city noise.",12243051,Sonder,41.9087201902,19673761,-87.674137137,2,,Modern 2BR in Wicker Park by Sonder,129,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.","In this Sonder, you'll love the open layout, exposed brick and fully-equipped kitchen. This apartment is in Wicker Park, known for its charming historic architecture and hip restaurant scene, and is close to the Damen ""L"" station.",2018-08-24 23:14:05.215936
"Chicago, IL, United States","[TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Elevator, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed, Hot water kettle]",2.0,Chicago,132,"In this Sonder, you'l love the modern kitchen, light-filled living room, and your very own balcony. This apartment is in Lincoln Park, known for the Lincoln Park Zoo, and is close to Diversey ""L"" station.

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

Lincoln Park has plenty to offer within walking distance. Try out S&G or mfk. restaurant for some of Chicago's best dining. For shopping head over to North Clark Street. To discover the rest of the city just grab the ""L"" at Diversey Station.

Named for the huge green space that lines the shore of Lake Michigan, the Lincoln Park neighborhood is home to the Lincoln Park Zoo, lakes and biking paths, as well as some of the city's best restaurants and nightlife.

This Sonder comes with a complimentary parking space.",12243051,Sonder,41.9313518053,19435711,-87.6480809637,2,,Intimate 2BR in Lincoln Park by Sonder,209,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.","In this Sonder, you'l love the modern kitchen, light-filled living room, and your very own balcony. This apartment is in Lincoln Park, known for the Lincoln Park Zoo, and is close to Diversey ""L"" station.",2018-08-24 23:14:05.215936
"New York City, NY, United States","[TV, Cable TV, Wifi, Air conditioning, Kitchen, Pets allowed, Gym, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Long term stays allowed, Host greets you]",1.0,New York City,120,"When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.

Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.

Sonder will meet you at the property to help you with your luggage, provide you a tour, and check you into your Sonder stay comfortably. Don’t hesitate to contact our 24/7 concierge line should you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay!

There's plenty to offer within walking distance. Try out Industry Kitchen for a tasty wood-fired pizza with a water view or stop by The Dead Rabbit Grocery and Grog for a lively cocktail hour. Sightsee some of NYC's major attractions via the Staten Island Ferry, voyaging by water for the perfect view of Ellis Island and The Statue Of Liberty. To explore the rest of the city, head over to Fulton Street Subway Station.

In Lower Manhattan, the Financial District is one of New York City's most recognizable neighborhoods. Home to Wall Street and stunning high-rises, the city has seen some of the country's greatest accomplishments, although it's not all business. FiDi's residential life has grown rapidly, and there's plenty to explore in this bustling and historic area.

Drivers can find limited paid parking options nearby, but please be mindful of street signs.

The fitness center is available for an additional fee.

Pets are allowed in this building for an additional fee.

For security purposes, this building requires a background check.

This apartment is available with flexible lease terms starting at a minimum of 30 nights or more. If this property isn't available for your dates, don't worry! Contact us to see what other Sonders are available for your stay.",12243051,Sonder,40.7040075965,24751022,-74.0093209421,30,1.0,Modern 1BR in FiDi by Sonder,144,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.","When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.",2018-08-24 23:14:05.215936
"Chicago, IL, United States","[TV, Cable TV, Wifi, Air conditioning, Kitchen, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Long term stays allowed]",4.0,Chicago,224,"At this Sonder, you'll love the separate living rooms, sleek kitchen, and outdoor terrace. This bi-level apartment is in West Town, known for its vibrant art scene and close to buses on West Grand Avenue and Ashland Avenue.

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

There’s plenty to offer within walking distance. Try out Coalfire or Salerno's Pizza for some of Chicago's famous pizza. For shopping head to West Chicago Avenue. To explore the rest of the city grab the blue line at Chicago station.

Chicago’s West Town has a rich history, made of up of several unique enclaves, each with their distinct feel. Between museums, theatres, and boutiques, you’ll find trendy cafés and brunch nooks, and historic architecture. Northwest of the Loop, West Town is conveniently located, while still maintaining its own unique personality.

There is free street parking in the area, but please be mindful of street signs.

Your Sonder's keys will be found in a lockbox and we'll be sending you detailed access information three days before your stay. If you need any help, just give us a call.",12243051,Sonder,41.8920220099,21230704,-87.6615029975,2,,Expansive 5BR in West Town by Sonder,289,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.","At this Sonder, you'll love the separate living rooms, sleek kitchen, and outdoor terrace. This bi-level apartment is in West Town, known for its vibrant art scene and close to buses on West Grand Avenue and Ashland Avenue.",2018-08-24 23:14:05.215936
"Menlo Park, CA, United States","[TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Hot water, Bed linens]",2.5,Menlo Park,275,"Bright and airy Craftsman-style home with porch and grand shade trees. This location offers walking access to public transportation and local eateries like Naomi Sushi and Jason's Café. Highway 101 and Stanford University are just minutes away. This central location is a popular choice for commuters wishing to live in a smaller community yet still have access to everything SF and San Jose have to offer. 

Enjoy a stay with Zeus! We have 400+ reviews (see below).

When you stay in a Zeus property you will be met with top notch amenities including premium mattresses and bedding, E&O organic bath products, towels, a fully equipped kitchen, super-fast wifi, and cable TV. Our staff is on call should anything come up that needs our attention or that can make your stay more enjoyable.

• Close to Caltrain tracks; you will hear train noise.",48005494,Zeus,37.4564133059,15083274,-122.187720806,30,,Home close to Downtown Menlo Park,235,House,437,"When you stay in a Zeus property you will be met with top notch amenities including premium mattresses and bedding, E&O organic bath products, towels, a fully equipped kitchen, super-fast wifi, and cable TV. Our staff is on call should anything come up that needs our attention or that can make your stay more enjoyable.","Bright and airy Craftsman-style home with porch and grand shade trees. This location offers walking access to public transportation and local eateries like Naomi Sushi and Jason's Café. Highway 101 and Stanford University are just minutes away. This central location is a popular choice for commuters wishing to live in a smaller community yet still have access to everything SF and San Jose have to offer. 

Enjoy a stay with Zeus! We have 400+ reviews (see below).",2018-08-24 23:14:05.215936
"New York City, NY, United States","[TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Pets allowed, Gym, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Long term stays allowed, Host greets you]",1.0,New York City,122,"When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.

Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.

Sonder will meet you at the property to help you with your luggage, provide you a tour, and check you into your Sonder stay comfortably. Don’t hesitate to contact our 24/7 concierge line should you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay!

There's plenty to offer within walking distance. Try out The Bailey Pub and Brasserie or The Trading Post for some of NYC's best dining. Check out some major city attractions like the World Trade Center or One World Observatory. To explore the rest of the city, head to the Fulton Street Subway Station just a few blocks away.

In Lower Manhattan, the Financial District is one of New York City's most recognizable neighborhoods. Home to Wall Street and stunning high-rises, the city has seen some of the country's greatest accomplishments, although it's not all business. FiDi's residential life has grown rapidly, and there's plenty to explore in this bustling and historic area.

Drivers can find paid parking garages in the area.

The pool is available to guests for an additional fee, and must be scheduled in advance.

Pets are allowed in this building for an additional fee.

This apartment is available with flexible lease terms starting at a minimum of 30 nights or more. If this property isn't available for your dates, don't worry! Contact us to see what other Sonders are available for your stay.",12243051,Sonder,40.7073767094,23702074,-74.0049301732,30,1.0,Lovely 1BR in FiDi by Sonder,157,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.","When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.",2018-08-24 23:14:05.215936
"Palo Alto, CA, United States","[TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Smart lock, Private entrance]",1.0,Palo Alto,190,"Bask in natural light with large windows, 3 skylights, and a private balcony with tons of sun exposure. This unit has AC, Heat, laundry within the building and is close to Downtown Palo Alto and the CalTrain. 

Enjoy a stay with Zeus! We have 400+ reviews (see below).

The Unit

Bask in natural light with large windows, 3 skylights, and a private balcony with tons of sun exposure. This unit has AC, Heat, laundry within the building and is close to Downtown Palo Alto and the CalTrain. 

The Neighborhood

* Shop open-air at Stanford Shopping Mall, 660 Stanford Shopping Center

* Art Lovers unite at the Palo Alto Art Center, 1313 Newell Rd

* Gaze upon the beautiful rose and herb gardens at Gamble gardens, 1431 Waverley St

* Go mad for the best Moussaka in Palo Alto at Evvia, 420 Emerson St",48005494,Zeus,37.4447712682,17746943,-122.152079036,30,,Apartment close to Prime Palo Alto,165,Apartment,437,"The Unit

Bask in natural light with large windows, 3 skylights, and a private balcony with tons of sun exposure. This unit has AC, Heat, laundry within the building and is close to Downtown Palo Alto and the CalTrain. 

The Neighborhood

* Shop open-air at Stanford Shopping Mall, 660 Stanford Shopping Center

* Art Lovers unite at the Palo Alto Art Center, 1313 Newell Rd

* Gaze upon the beautiful rose and herb gardens at Gamble gardens, 1431 Waverley St

* Go mad for the best Moussaka in Palo Alto at Evvia, 420 Emerson St","Bask in natural light with large windows, 3 skylights, and a private balcony with tons of sun exposure. This unit has AC, Heat, laundry within the building and is close to Downtown Palo Alto and the CalTrain. 

Enjoy a stay with Zeus! We have 400+ reviews (see below).",2018-08-24 23:14:05.215936
"San Jose, CA, United States","[TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Gym, Breakfast, Elevator, Free street parking, Hot tub, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Long term stays allowed, Paid parking on premises]",2.0,San Jose,99,"The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.

Type: 2BR - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50
*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-2 Queen Beds + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security

Guests of Urban Flat will have access to all building amenities. 
-Pool
-Spa
-Fitness Center
-Business Center
-Fire pits
-Cabanas

We're available 24/7 via Text | Email | Emergency Phone Line
-Your Flat however, is 100% private and belongs to you while our guest.

*Area Highlights*
-Located in the Heart of the Silicon Valley
-Convenient Transport Links (Freeway + Caltrain)
-To SJC: Est. 10 Minutes
-To SFO: Est. 40 Minutes 
-To San Francisco, CA: Est. 50 Minutes
-Walkable + Safe Neighborhood
-Restaurants, Markets, Bars, Shopping - > 5 Minutes

This Flat Location is Uber/Lyft Accessible & Close to Major Transport Links

- Stays of 30+ days cannot be booked more than 1-year in advance
- Short-term stays are subject to a 30-day booking window in most cases
- Flat may vary slightly in floorplan, furnishings, or view
- No Onsite Luggage Storage
- No Filming or Commercial Photo-shoots without written consent 
- Self Check-in Process

*The Urban Flat Advantage*
-Streamlined Self-Check-in Process
-24/7 Guest Support
-On-Demand Cleaning Available @ $99/per
-100% Private Apartment

*What’s Next*
Submit a Booking Request → We’ll Accept & Confirm → Self-Check-In Instructions Sent via Text & Email 24-hours Prior to Arrival → Use Instructions to Access your Urban Flat → Welcome Home.",2917744,Urban Flat,37.4053990982,8926180,-121.932600089,5,,Business & Leisure 2BR/2BA Urban Flat @SanJose,179,Apartment,2331,"Type: 2BR - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50
*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-2 Queen Beds + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security","The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.",2018-08-24 23:14:05.215936
